cve_id,description_text,severity,cvss_score,references_count,weaknesses_count,os_count,years_since_published
CVE-2024-27747,,CRITICAL,9.8,2,0,0,1
CVE-2022-37012,,HIGH,7.5,4,0,0,2
CVE-2021-34500,,MEDIUM,6.3,2,0,0,4
CVE-2023-50434,,CRITICAL,9.8,2,0,0,1
CVE-2020-2026,,HIGH,7.8,20,0,0,5
CVE-2023-45510,,HIGH,7.5,4,0,0,2
CVE-2023-33673,,CRITICAL,9.8,4,0,0,2
CVE-2024-58238,,MEDIUM,5.5,2,0,0,0
CVE-2023-25500,,LOW,3.5,4,0,0,2
CVE-2024-40864,,LOW,2.7,4,0,0,0
CVE-2023-43114,,MEDIUM,5.5,2,0,0,2
CVE-2022-21729,,MEDIUM,6.5,6,0,0,3
CVE-2025-23837,,HIGH,7.1,1,0,0,0
CVE-2023-46715,,MEDIUM,5.0,1,0,0,0
CVE-2025-48931,,LOW,3.2,1,0,0,0
CVE-2021-20402,,LOW,2.7,4,0,0,4
CVE-2025-5204,,LOW,3.3,7,0,0,0
CVE-2025-13786,,HIGH,7.3,7,0,0,0
CVE-2023-5900,,LOW,3.5,4,0,0,2
CVE-2020-0962,,MEDIUM,5.5,2,0,0,5
CVE-2022-49483,,MEDIUM,5.5,3,0,0,0
CVE-2024-56829,,CRITICAL,10.0,2,0,0,0
CVE-2025-55069,,HIGH,8.3,2,0,0,0
CVE-2025-9614,,MEDIUM,6.5,2,0,0,0
CVE-2024-0181,,LOW,2.4,6,0,0,1
CVE-2023-29913,,MEDIUM,4.9,2,0,0,2
CVE-2020-6424,,HIGH,8.8,18,0,0,5
CVE-2025-30774,,HIGH,8.2,1,0,0,0
CVE-2022-41220,,CRITICAL,9.8,2,0,0,3
CVE-2024-8590,,HIGH,7.8,1,0,0,1
CVE-2023-38045,,MEDIUM,6.1,2,0,0,2
CVE-2021-21978,,CRITICAL,9.8,4,0,0,4
CVE-2023-24165,,CRITICAL,9.8,2,0,0,2
CVE-2025-29776,,HIGH,8.7,2,0,0,0
CVE-2020-24986,,HIGH,7.2,2,0,0,5
CVE-2025-20662,,MEDIUM,6.7,1,0,0,0
CVE-2020-26817,,HIGH,7.8,6,0,0,5
CVE-2021-39993,,CRITICAL,9.8,2,0,0,3
CVE-2023-42860,,MEDIUM,5.5,9,0,0,1
CVE-2023-1697,,MEDIUM,6.5,2,0,0,2
CVE-2024-0504,,LOW,3.5,6,0,0,1
CVE-2023-44242,,MEDIUM,6.5,2,0,0,2
CVE-2025-8146,,MEDIUM,6.4,3,0,0,0
CVE-2025-24136,,MEDIUM,4.4,6,0,0,0
CVE-2020-1879,,LOW,3.9,4,0,0,5
CVE-2024-51484,,HIGH,8.1,1,0,0,1
CVE-2025-65022,,HIGH,7.2,2,0,0,0
CVE-2020-36048,,HIGH,7.5,6,0,0,4
CVE-2024-10434,,HIGH,8.8,5,0,0,1
CVE-2025-39917,,HIGH,7.8,3,0,0,0
CVE-2025-14636,,LOW,3.7,5,0,0,0
CVE-2020-27893,,MEDIUM,6.5,2,0,0,4
CVE-2024-45206,,MEDIUM,6.5,1,0,0,1
CVE-2020-23015,,MEDIUM,6.1,2,0,0,4
CVE-2025-23796,,MEDIUM,6.5,1,0,0,0
CVE-2021-28464,,HIGH,7.8,2,0,0,4
CVE-2024-31551,,HIGH,7.5,2,0,0,1
CVE-2024-13565,,MEDIUM,6.4,3,0,0,0
CVE-2022-24810,,MEDIUM,6.5,14,0,0,1
CVE-2021-27039,,HIGH,7.8,2,0,0,4
CVE-2020-26939,,MEDIUM,5.3,4,0,0,5
CVE-2024-42212,,MEDIUM,5.4,1,0,0,0
CVE-2025-62554,,HIGH,8.4,1,0,0,0
CVE-2025-20663,,HIGH,7.5,1,0,0,0
CVE-2021-29575,,LOW,2.5,4,0,0,4
CVE-2022-0814,,CRITICAL,9.8,2,0,0,3
CVE-2025-0170,,MEDIUM,6.1,2,0,0,0
CVE-2025-50361,,MEDIUM,5.1,2,0,0,0
CVE-2022-29999,,CRITICAL,9.8,2,0,0,3
CVE-2023-26041,,LOW,2.6,6,0,0,2
CVE-2022-24357,,HIGH,8.8,4,0,0,3
CVE-2024-11482,,CRITICAL,9.8,2,0,0,1
CVE-2024-49629,,HIGH,7.1,1,0,0,1
CVE-2025-57918,,HIGH,7.1,1,0,0,0
CVE-2024-25602,,CRITICAL,9.0,2,0,0,1
CVE-2024-57483,,CRITICAL,9.8,2,0,0,0
CVE-2024-41721,,HIGH,8.1,2,0,0,1
CVE-2023-44809,,CRITICAL,9.8,2,0,0,2
CVE-2022-49202,,MEDIUM,5.5,4,0,0,0
CVE-2020-7143,,CRITICAL,9.8,2,0,0,5
CVE-2025-45006,,CRITICAL,9.1,3,0,0,0
CVE-2025-49087,,MEDIUM,4.0,2,0,0,0
CVE-2022-24667,,HIGH,7.5,2,0,0,3
CVE-2022-34534,,HIGH,7.5,2,0,0,3
CVE-2025-25514,,MEDIUM,6.5,1,0,0,0
CVE-2025-63562,,MEDIUM,6.3,1,0,0,0
CVE-2025-49840,,CRITICAL,9.8,5,0,0,0
CVE-2024-22654,,HIGH,7.5,3,0,0,0
CVE-2023-23330,,HIGH,7.5,4,0,0,2
CVE-2023-24156,,CRITICAL,9.8,2,0,0,2
CVE-2024-5233,,MEDIUM,6.3,8,0,0,1
CVE-2023-33720,,MEDIUM,6.5,2,0,0,2
CVE-2022-26361,,HIGH,7.8,14,0,0,3
CVE-2023-6928,,CRITICAL,9.8,2,0,0,2
CVE-2021-41110,,CRITICAL,9.1,6,0,0,4
CVE-2025-30711,,MEDIUM,5.4,1,0,0,0
CVE-2024-13726,,HIGH,8.6,1,0,0,0
CVE-2025-3631,,MEDIUM,6.5,2,0,0,0
CVE-2023-52314,,CRITICAL,9.6,2,0,0,1
CVE-2020-15172,,HIGH,8.7,4,0,0,5
CVE-2025-58873,,MEDIUM,5.9,1,0,0,0
CVE-2023-41662,,HIGH,7.1,2,0,0,2
CVE-2025-22366,,HIGH,8.7,3,0,0,0
CVE-2024-53923,,CRITICAL,9.1,2,0,0,0
CVE-2022-29862,,HIGH,7.5,4,0,0,3
CVE-2020-13505,,CRITICAL,9.8,2,0,0,5
CVE-2025-39479,,CRITICAL,9.3,1,0,0,0
CVE-2020-21686,,MEDIUM,5.5,2,0,0,2
CVE-2024-56507,,MEDIUM,4.6,3,0,0,1
CVE-2022-49767,,MEDIUM,5.5,8,0,0,0
CVE-2021-40633,,HIGH,8.8,2,0,0,3
CVE-2022-3673,,LOW,3.5,2,0,0,3
CVE-2023-45909,,MEDIUM,6.1,2,0,0,2
CVE-2023-46604,,CRITICAL,10.0,14,0,0,2
CVE-2023-25818,,MEDIUM,5.3,6,0,0,2
CVE-2024-44186,,MEDIUM,5.5,2,0,0,1
CVE-2025-54620,,MEDIUM,5.5,1,0,0,0
CVE-2023-46147,,HIGH,7.4,2,0,0,2
CVE-2024-26854,,HIGH,7.5,4,0,0,1
CVE-2025-41689,,HIGH,7.5,1,0,0,0
CVE-2024-4558,,CRITICAL,9.6,24,0,0,1
CVE-2023-47063,,HIGH,7.8,2,0,0,2
CVE-2025-59958,,MEDIUM,6.5,1,0,0,0
CVE-2024-21003,,LOW,3.1,4,0,0,1
CVE-2024-10926,,LOW,3.5,4,0,0,1
CVE-2024-54543,,HIGH,8.8,7,0,0,0
CVE-2025-54859,,MEDIUM,4.8,2,0,0,0
CVE-2022-38116,,CRITICAL,9.8,2,0,0,3
CVE-2025-59585,,MEDIUM,6.5,1,0,0,0
CVE-2024-13347,,MEDIUM,6.8,1,0,0,0
CVE-2023-3625,,MEDIUM,6.3,6,0,0,2
CVE-2024-53158,,MEDIUM,5.5,11,0,0,1
CVE-2025-52490,,HIGH,7.3,3,0,0,0
CVE-2021-46753,,CRITICAL,9.1,2,0,0,2
CVE-2025-13415,,LOW,3.5,5,0,0,0
CVE-2025-30748,,MEDIUM,6.1,1,0,0,0
CVE-2025-20237,,MEDIUM,6.0,1,0,0,0
CVE-2022-27933,,HIGH,8.2,2,0,0,3
CVE-2020-14591,,MEDIUM,6.5,8,0,0,5
CVE-2025-54819,,MEDIUM,6.5,2,0,0,0
CVE-2024-9408,,CRITICAL,9.8,1,0,0,0
CVE-2022-46892,,CRITICAL,9.8,2,0,0,2
CVE-2023-25674,,HIGH,7.5,4,0,0,2
CVE-2020-8848,,HIGH,7.8,4,0,0,5
CVE-2021-20318,,HIGH,7.2,2,0,0,4
CVE-2024-34606,,MEDIUM,6.2,1,0,0,1
CVE-2020-27280,,HIGH,7.8,2,0,0,4
CVE-2025-11411,,MEDIUM,5.7,4,0,0,0
CVE-2023-0663,,HIGH,7.3,6,0,0,2
CVE-2022-37920,,HIGH,7.2,2,0,0,3
CVE-2023-52873,,MEDIUM,5.5,14,0,0,1
CVE-2025-26598,,HIGH,7.8,17,0,0,0
CVE-2025-49653,,HIGH,8.0,1,0,0,0
CVE-2024-53104,,HIGH,7.8,12,0,0,1
CVE-2025-4000,,LOW,3.5,4,0,0,0
CVE-2024-4520,,HIGH,7.5,3,0,0,1
CVE-2025-12601,,HIGH,7.5,1,0,0,0
CVE-2025-34136,,MEDIUM,6.9,2,0,0,0
CVE-2021-22681,,CRITICAL,9.8,2,0,0,4
CVE-2025-30334,,MEDIUM,6.5,3,0,0,0
CVE-2020-12001,,CRITICAL,9.8,4,0,0,5
CVE-2021-24145,,HIGH,7.2,6,0,0,4
CVE-2023-44442,,HIGH,7.8,5,0,0,1
CVE-2024-27366,,MEDIUM,4.4,2,0,0,1
CVE-2024-6525,,LOW,2.7,10,0,0,1
CVE-2023-1988,,LOW,3.5,6,0,0,2
CVE-2023-28508,,HIGH,8.8,2,0,0,2
CVE-2025-20634,,CRITICAL,9.8,1,0,0,0
CVE-2022-2160,,MEDIUM,6.5,10,0,0,3
CVE-2021-1667,,HIGH,8.8,2,0,0,4
CVE-2022-45436,,MEDIUM,6.1,4,0,0,2
CVE-2023-32232,,CRITICAL,9.9,6,0,0,2
CVE-2021-27046,,HIGH,7.8,2,0,0,4
CVE-2022-36713,,CRITICAL,9.8,2,0,0,3
CVE-2021-0398,,HIGH,7.8,2,0,0,4
CVE-2023-50726,,MEDIUM,6.4,6,0,0,1
CVE-2025-62513,,HIGH,7.5,2,0,0,0
CVE-2025-21898,,MEDIUM,5.5,10,0,0,0
CVE-2021-29200,,CRITICAL,9.8,16,0,0,4
CVE-2025-26201,,CRITICAL,9.1,3,0,0,0
CVE-2021-25740,,LOW,3.1,6,0,0,4
CVE-2023-4887,,MEDIUM,6.4,4,0,0,2
CVE-2021-20326,,MEDIUM,6.5,2,0,0,4
CVE-2025-20888,,HIGH,7.0,1,0,0,0
CVE-2023-33071,,HIGH,8.4,2,0,0,2
CVE-2020-35806,,MEDIUM,6.0,2,0,0,5
CVE-2024-9568,,HIGH,8.8,5,0,0,1
CVE-2021-27266,,LOW,3.3,4,0,0,4
CVE-2025-6107,,LOW,3.1,5,0,0,0
CVE-2022-0395,,MEDIUM,5.4,4,0,0,3
CVE-2024-32088,,MEDIUM,4.3,2,0,0,1
CVE-2022-27262,,CRITICAL,9.8,4,0,0,3
CVE-2024-43311,,CRITICAL,9.8,1,0,0,1
CVE-2025-5490,,MEDIUM,5.5,2,0,0,0
CVE-2024-57577,,MEDIUM,5.7,1,0,0,0
CVE-2023-27618,,MEDIUM,5.9,2,0,0,2
CVE-2025-47086,,MEDIUM,5.4,1,0,0,0
CVE-2022-37172,,HIGH,7.8,2,0,0,3
CVE-2024-49334,,HIGH,7.1,1,0,0,1
CVE-2022-31912,,HIGH,7.2,2,0,0,3
CVE-2022-2886,,MEDIUM,5.0,4,0,0,3
CVE-2020-26409,,MEDIUM,4.3,6,0,0,5
CVE-2022-27260,,CRITICAL,9.8,8,0,0,3
CVE-2022-46832,,MEDIUM,6.5,2,0,0,3
CVE-2025-66531,,HIGH,8.8,1,0,0,0
CVE-2022-44575,,MEDIUM,6.1,2,0,0,3
CVE-2024-1969,,HIGH,8.2,2,0,0,1
CVE-2024-7012,,CRITICAL,9.8,6,0,0,1
CVE-2021-26387,,LOW,3.9,2,0,0,1
CVE-2025-8170,,HIGH,8.8,6,0,0,0
CVE-2023-6497,,MEDIUM,4.4,4,0,0,1
CVE-2023-36291,,MEDIUM,6.1,2,0,0,2
CVE-2025-58808,,MEDIUM,6.5,1,0,0,0
CVE-2022-3548,,LOW,2.4,4,0,0,3
CVE-2021-46976,,MEDIUM,5.5,8,0,0,1
CVE-2025-22831,,HIGH,7.8,1,0,0,0
CVE-2023-41578,,HIGH,7.5,2,0,0,2
CVE-2024-1959,,MEDIUM,6.4,6,0,0,1
CVE-2024-48311,,HIGH,8.8,1,0,0,1
CVE-2022-29808,,HIGH,7.5,4,0,0,3
CVE-2023-32090,,CRITICAL,9.8,2,0,0,2
CVE-2024-20676,,HIGH,8.0,2,0,0,1
CVE-2024-29836,,CRITICAL,9.8,2,0,0,1
CVE-2022-20672,,MEDIUM,6.1,2,0,0,3
CVE-2020-2775,,MEDIUM,5.3,2,0,0,5
CVE-2022-40824,,CRITICAL,9.8,4,0,0,3
CVE-2025-21615,,MEDIUM,5.5,1,0,0,0
CVE-2021-3479,,MEDIUM,5.5,10,0,0,4
CVE-2025-30135,,CRITICAL,9.4,3,0,0,0
CVE-2023-29492,,CRITICAL,9.8,3,0,0,2
CVE-2022-36776,,MEDIUM,5.4,4,0,0,3
CVE-2021-29549,,LOW,2.5,4,0,0,4
CVE-2022-34386,,MEDIUM,5.5,2,0,0,2
CVE-2025-28935,,HIGH,7.1,1,0,0,0
CVE-2025-24249,,CRITICAL,9.8,6,0,0,0
CVE-2023-25952,,MEDIUM,6.1,2,0,0,2
CVE-2024-26521,,MEDIUM,4.8,4,0,0,1
CVE-2020-10830,,LOW,2.4,2,0,0,5
CVE-2025-27062,,HIGH,7.8,1,0,0,0
CVE-2023-7177,,MEDIUM,4.7,6,0,0,2
CVE-2022-47862,,CRITICAL,9.8,4,0,0,2
CVE-2023-5623,,HIGH,7.0,2,0,0,2
CVE-2022-40296,,CRITICAL,9.8,2,0,0,3
CVE-2021-44716,,HIGH,7.5,14,0,0,3
CVE-2025-47823,,LOW,2.2,4,0,0,0
CVE-2024-23672,,MEDIUM,6.3,7,0,0,1
CVE-2024-6215,,MEDIUM,6.3,8,0,0,1
CVE-2024-57480,,CRITICAL,9.8,2,0,0,0
CVE-2022-33059,,HIGH,7.2,2,0,0,3
CVE-2021-32061,,MEDIUM,5.3,6,0,0,4
CVE-2024-5240,,MEDIUM,6.3,8,0,0,1
CVE-2020-14105,,MEDIUM,5.5,2,0,0,4
CVE-2025-20921,,MEDIUM,5.5,1,0,0,0
CVE-2023-43498,,HIGH,8.1,4,0,0,2
CVE-2021-47281,,HIGH,7.0,6,0,0,1
CVE-2025-11023,,CRITICAL,9.8,1,0,0,0
CVE-2025-11714,,HIGH,8.8,8,0,0,0
CVE-2025-54086,,LOW,3.3,1,0,0,0
CVE-2020-22550,,HIGH,7.5,4,0,0,4
CVE-2024-56544,,MEDIUM,5.5,3,0,0,1
CVE-2025-3786,,HIGH,8.8,6,0,0,0
CVE-2023-37580,,MEDIUM,6.1,7,0,0,2
CVE-2023-38054,,CRITICAL,9.9,2,0,0,1
CVE-2024-7759,,MEDIUM,4.8,1,0,0,0
CVE-2020-7134,,MEDIUM,6.5,2,0,0,5
CVE-2025-38343,,MEDIUM,5.5,4,0,0,0
CVE-2022-45291,,HIGH,7.2,4,0,0,2
CVE-2022-36923,,HIGH,7.5,2,0,0,3
CVE-2024-45331,,HIGH,7.3,1,0,0,0
CVE-2025-66026,,MEDIUM,6.1,3,0,0,0
CVE-2021-36569,,HIGH,8.8,2,0,0,2
CVE-2024-40617,,MEDIUM,6.5,4,0,0,1
CVE-2021-29677,,MEDIUM,5.4,4,0,0,4
CVE-2025-54073,,HIGH,7.5,13,0,0,0
CVE-2024-46862,,MEDIUM,5.5,2,0,0,1
CVE-2025-4981,,CRITICAL,9.9,1,0,0,0
CVE-2022-35289,,CRITICAL,9.8,4,0,0,3
CVE-2023-36274,,HIGH,8.8,4,0,0,2
CVE-2024-7825,,CRITICAL,9.8,1,0,0,1
CVE-2023-30548,,MEDIUM,4.3,6,0,0,2
CVE-2025-43004,,MEDIUM,5.3,2,0,0,0
CVE-2023-46570,,CRITICAL,9.8,4,0,0,2
CVE-2024-13503,,CRITICAL,9.5,2,0,0,0
CVE-2025-65014,,LOW,3.7,2,0,0,0
CVE-2022-43969,,CRITICAL,9.1,4,0,0,2
CVE-2022-40475,,CRITICAL,9.8,2,0,0,3
CVE-2022-2143,,CRITICAL,9.8,4,0,0,3
CVE-2024-20674,,HIGH,8.8,2,0,0,1
CVE-2024-53856,,HIGH,7.5,1,0,0,1
CVE-2025-31229,,CRITICAL,9.1,2,0,0,0
CVE-2024-39236,,CRITICAL,9.8,6,0,0,1
CVE-2025-48205,,HIGH,8.6,1,0,0,0
CVE-2022-29453,,MEDIUM,5.4,4,0,0,3
CVE-2022-28750,,HIGH,7.5,2,0,0,3
CVE-2023-30932,,MEDIUM,5.5,2,0,0,2
CVE-2024-44164,,HIGH,7.1,8,0,0,1
CVE-2020-11930,,MEDIUM,6.1,8,0,0,5
CVE-2022-28076,,HIGH,7.2,2,0,0,3
CVE-2025-63033,,MEDIUM,5.9,1,0,0,0
CVE-2022-36682,,CRITICAL,9.8,2,0,0,3
CVE-2024-23739,,CRITICAL,9.8,4,0,0,1
CVE-2024-11420,,MEDIUM,6.4,2,0,0,1
CVE-2022-23155,,HIGH,7.2,2,0,0,3
CVE-2020-15509,,MEDIUM,6.5,6,0,0,5
CVE-2025-6120,,MEDIUM,5.3,6,0,0,0
CVE-2022-29246,,CRITICAL,9.8,6,0,0,3
CVE-2024-50966,,CRITICAL,9.3,1,0,0,1
CVE-2022-27444,,HIGH,7.5,4,0,0,3
CVE-2022-28937,,HIGH,7.5,2,0,0,3
CVE-2022-34324,,HIGH,8.8,2,0,0,2
CVE-2023-23532,,HIGH,8.8,6,0,0,2
CVE-2022-20416,,HIGH,7.8,2,0,0,3
CVE-2024-46841,,MEDIUM,5.5,8,0,0,1
CVE-2024-36622,,CRITICAL,9.8,3,0,0,1
CVE-2024-20678,,HIGH,8.8,2,0,0,1
CVE-2023-25234,,CRITICAL,9.8,2,0,0,2
CVE-2024-23080,,CRITICAL,9.1,6,0,0,1
CVE-2021-22244,,LOW,3.1,6,0,0,4
CVE-2025-64745,,LOW,2.7,4,0,0,0
CVE-2025-25253,,HIGH,7.5,1,0,0,0
CVE-2023-44413,,HIGH,7.5,2,0,0,1
CVE-2022-22930,,CRITICAL,9.8,2,0,0,3
CVE-2022-25231,,HIGH,7.5,6,0,0,3
CVE-2024-39413,,MEDIUM,4.3,1,0,0,1
CVE-2020-23873,,CRITICAL,9.8,6,0,0,4
CVE-2022-36647,,MEDIUM,5.5,2,0,0,3
CVE-2024-45394,,HIGH,8.8,2,0,0,1
CVE-2023-36555,,LOW,3.9,2,0,0,2
CVE-2020-3212,,HIGH,7.2,2,0,0,5
CVE-2021-47029,,MEDIUM,5.5,4,0,0,1
CVE-2020-35582,,MEDIUM,5.4,8,0,0,4
CVE-2025-25284,,HIGH,8.7,2,0,0,0
CVE-2024-38277,,MEDIUM,5.4,6,0,0,1
CVE-2021-23028,,HIGH,7.5,2,0,0,4
CVE-2022-39210,,LOW,3.2,4,0,0,3
CVE-2023-31671,,CRITICAL,9.8,4,0,0,2
CVE-2022-30144,,HIGH,7.5,2,0,0,3
CVE-2021-30894,,HIGH,7.8,4,0,0,4
CVE-2025-12571,,HIGH,7.5,3,0,0,0
CVE-2024-23054,,CRITICAL,9.8,6,0,0,1
CVE-2024-4612,,MEDIUM,6.4,3,0,0,1
CVE-2024-40711,,CRITICAL,9.8,3,0,0,1
CVE-2023-29457,,MEDIUM,6.3,5,0,0,2
CVE-2023-52324,,HIGH,8.8,4,0,0,1
CVE-2025-32695,,CRITICAL,9.8,1,0,0,0
CVE-2025-27840,,MEDIUM,6.8,15,0,0,0
CVE-2024-22106,,HIGH,7.8,6,0,0,1
CVE-2023-29887,,HIGH,7.5,2,0,0,2
CVE-2021-1858,,HIGH,7.8,10,0,0,4
CVE-2024-22334,,MEDIUM,4.4,4,0,0,1
CVE-2020-27769,,LOW,3.3,4,0,0,4
CVE-2020-1443,,MEDIUM,5.4,2,0,0,5
CVE-2025-2004,,CRITICAL,9.1,2,0,0,0
CVE-2025-3615,,MEDIUM,6.4,4,0,0,0
CVE-2024-41731,,LOW,3.1,3,0,0,1
CVE-2024-36913,,HIGH,8.1,8,0,0,1
CVE-2024-39683,,MEDIUM,5.7,20,0,0,1
CVE-2023-21371,,MEDIUM,6.7,2,0,0,2
CVE-2025-57884,,MEDIUM,4.3,1,0,0,0
CVE-2025-4762,,LOW,2.0,1,0,0,0
CVE-2023-32868,,MEDIUM,6.7,2,0,0,2
CVE-2020-15606,,CRITICAL,9.8,2,0,0,5
CVE-2021-46540,,MEDIUM,5.5,2,0,0,3
CVE-2024-7914,,LOW,3.5,4,0,0,1
CVE-2025-9818,,MEDIUM,6.7,2,0,0,0
CVE-2022-24017,,CRITICAL,9.8,2,0,0,3
CVE-2022-21558,,HIGH,7.8,4,0,0,3
CVE-2022-4793,,MEDIUM,5.4,2,0,0,2
CVE-2023-30616,,MEDIUM,6.5,4,0,0,2
CVE-2022-20640,,MEDIUM,6.1,2,0,0,3
CVE-2024-25976,,MEDIUM,6.1,6,0,0,1
CVE-2022-40204,,MEDIUM,4.1,2,0,0,3
CVE-2022-23427,,LOW,3.9,2,0,0,3
CVE-2020-36365,,MEDIUM,6.1,2,0,0,4
CVE-2024-38226,,HIGH,7.3,2,0,0,1
CVE-2024-7886,,HIGH,7.8,3,0,0,1
CVE-2024-4697,,MEDIUM,6.4,6,0,0,1
CVE-2025-6736,,MEDIUM,6.3,4,0,0,0
CVE-2024-45199,,HIGH,8.8,1,0,0,0
CVE-2022-37345,,HIGH,7.8,2,0,0,3
CVE-2021-27485,,HIGH,7.5,2,0,0,4
CVE-2024-24592,,CRITICAL,9.8,2,0,0,1
CVE-2023-53281,,MEDIUM,5.5,5,0,0,0
CVE-2020-7153,,CRITICAL,9.8,2,0,0,5
CVE-2024-32606,,MEDIUM,5.7,2,0,0,1
CVE-2023-32062,,MEDIUM,5.0,6,0,0,2
CVE-2023-29801,,CRITICAL,9.8,2,0,0,2
CVE-2023-27703,,LOW,3.3,4,0,0,2
CVE-2020-4138,,MEDIUM,5.5,4,0,0,3
CVE-2025-27670,,CRITICAL,9.8,1,0,0,0
CVE-2021-25063,,MEDIUM,6.1,2,0,0,3
CVE-2024-39596,,MEDIUM,4.3,4,0,0,1
CVE-2025-43993,,HIGH,7.8,1,0,0,0
CVE-2025-10397,,MEDIUM,4.7,4,0,0,0
CVE-2021-43722,,CRITICAL,9.8,4,0,0,3
CVE-2023-49647,,HIGH,8.8,2,0,0,1
CVE-2020-13943,,MEDIUM,4.3,14,0,0,5
CVE-2025-53549,,MEDIUM,5.2,2,0,0,0
CVE-2022-45172,,CRITICAL,9.8,2,0,0,2
CVE-2022-30603,,HIGH,8.8,2,0,0,3
CVE-2024-6317,,HIGH,8.8,4,0,0,1
CVE-2020-6301,,HIGH,8.1,4,0,0,5
CVE-2021-28030,,HIGH,7.5,2,0,0,4
CVE-2025-5759,,HIGH,7.3,5,0,0,0
CVE-2024-12033,,MEDIUM,4.3,2,0,0,0
CVE-2024-32161,,CRITICAL,9.8,4,0,0,1
CVE-2022-24788,,HIGH,7.1,4,0,0,3
CVE-2025-46274,,CRITICAL,9.8,1,0,0,0
CVE-2023-1279,,LOW,2.6,4,0,0,2
CVE-2023-41204,,HIGH,8.8,4,0,0,1
CVE-2024-21519,,MEDIUM,6.6,4,0,0,1
CVE-2022-32817,,MEDIUM,5.5,8,0,0,3
CVE-2023-20927,,HIGH,7.8,2,0,0,2
CVE-2024-0829,,MEDIUM,4.3,6,0,0,1
CVE-2022-30677,,MEDIUM,5.4,2,0,0,3
CVE-2025-36535,,CRITICAL,10.0,2,0,0,0
CVE-2020-9786,,LOW,3.3,2,0,0,5
CVE-2025-1525,,LOW,3.5,1,0,0,0
CVE-2025-58282,,LOW,2.8,1,0,0,0
CVE-2022-21190,,HIGH,7.5,10,0,0,3
CVE-2025-8754,,HIGH,7.5,1,0,0,0
CVE-2024-31237,,HIGH,7.5,2,0,0,1
CVE-2024-45488,,CRITICAL,9.8,2,0,0,1
CVE-2023-28818,,MEDIUM,5.3,2,0,0,2
CVE-2020-35893,,HIGH,7.5,2,0,0,5
CVE-2022-21412,,MEDIUM,4.9,4,0,0,3
CVE-2024-13617,,HIGH,8.6,1,0,0,0
CVE-2024-46310,,CRITICAL,9.1,2,0,0,0
CVE-2021-33633,,HIGH,7.3,6,0,0,1
CVE-2025-53857,,LOW,3.7,1,0,0,0
CVE-2023-43706,,MEDIUM,5.4,4,0,0,2
CVE-2020-5869,,CRITICAL,9.1,2,0,0,5
CVE-2020-14815,,HIGH,8.2,2,0,0,5
CVE-2024-11820,,LOW,3.5,5,0,0,1
CVE-2024-4686,,LOW,3.5,8,0,0,1
CVE-2022-21624,,LOW,3.7,18,0,0,3
CVE-2024-11787,,HIGH,7.8,1,0,0,1
CVE-2025-12509,,HIGH,8.4,1,0,0,0
CVE-2025-30016,,CRITICAL,9.8,2,0,0,0
CVE-2024-31525,,HIGH,7.2,3,0,0,0
CVE-2023-51581,,CRITICAL,9.8,2,0,0,1
CVE-2020-3781,,MEDIUM,4.3,2,0,0,5
CVE-2025-39549,,MEDIUM,6.5,1,0,0,0
CVE-2023-41891,,LOW,3.5,6,0,0,2
CVE-2024-43610,,HIGH,7.4,1,0,0,1
CVE-2021-34074,,CRITICAL,9.8,2,0,0,4
CVE-2023-44039,,CRITICAL,9.1,4,0,0,1
CVE-2022-44684,,MEDIUM,6.5,2,0,0,2
CVE-2020-35391,,CRITICAL,9.6,4,0,0,4
CVE-2025-64706,,MEDIUM,5.0,1,0,0,0
CVE-2021-37976,,MEDIUM,6.5,13,0,0,4
CVE-2025-13245,,LOW,3.5,5,0,0,0
CVE-2024-10044,,CRITICAL,9.3,1,0,0,1
CVE-2021-26586,,HIGH,7.5,4,0,0,4
CVE-2020-4845,,MEDIUM,5.4,4,0,0,5
CVE-2022-41170,,HIGH,7.8,4,0,0,3
CVE-2025-59399,,LOW,3.1,2,0,0,0
CVE-2024-9902,,MEDIUM,6.3,7,0,0,1
CVE-2023-31045,,MEDIUM,4.8,4,0,0,2
CVE-2024-24216,,CRITICAL,9.8,4,0,0,1
CVE-2025-2386,,HIGH,7.3,6,0,0,0
CVE-2023-22656,,LOW,3.9,2,0,0,1
CVE-2021-37409,,HIGH,7.8,4,0,0,3
CVE-2022-24497,,CRITICAL,9.8,2,0,0,3
CVE-2025-30160,,HIGH,8.7,3,0,0,0
CVE-2021-27737,,HIGH,7.5,8,0,0,4
CVE-2023-24922,,MEDIUM,6.5,2,0,0,2
CVE-2021-24731,,CRITICAL,9.8,2,0,0,4
CVE-2023-21949,,LOW,3.7,2,0,0,2
CVE-2021-44564,,HIGH,8.1,4,0,0,3
CVE-2022-42122,,CRITICAL,9.8,6,0,0,3
CVE-2023-3375,,HIGH,7.2,2,0,0,2
CVE-2024-52367,,MEDIUM,5.3,1,0,0,0
CVE-2024-33631,,MEDIUM,6.5,2,0,0,1
CVE-2021-0938,,MEDIUM,5.5,2,0,0,4
CVE-2020-11881,,HIGH,7.5,4,0,0,5
CVE-2023-45012,,CRITICAL,9.8,4,0,0,2
CVE-2023-1035,,MEDIUM,6.3,6,0,0,2
CVE-2020-7954,,HIGH,7.8,4,0,0,5
CVE-2025-23147,,MEDIUM,5.5,11,0,0,0
CVE-2021-29852,,MEDIUM,5.4,4,0,0,4
