cve_id,published,years_since_published,cvss_score,severity,references_count,weaknesses_count,has_windows,has_linux,has_android,os_count,description_text,risk_score
CVE-2025-9523,2025-08-27 11:15:42.210,0.25,9.8,CRITICAL,5,1,0,0,0,0,vulnerability detected tenda ac1206 affected function getparentcontrolinfo file goform getparentcontrolinfo manipulation argument mac results stack based buffer overflow possible launch attack remotely exploit now public may used,98.0
CVE-2025-9525,2025-08-27 13:15:34.063,0.25,8.8,HIGH,6,1,0,0,0,0,flaw has been found linksys e1700 affected vulnerability function setwan file goform setwan manipulation argument devicename lanip causes stack based buffer overflow attack can initiated remotely exploit has been published may used vendor contacted early about disclosure but did not respond any way,88.0
CVE-2025-9526,2025-08-27 13:15:34.313,0.25,8.8,HIGH,6,1,0,0,0,0,vulnerability has been found linksys e1700 affected issue function setsysadm file goform setsysadm such manipulation argument rm port leads stack based buffer overflow attack can launched remotely exploit has been disclosed public may used vendor contacted early about disclosure but did not respond any way,88.0
CVE-2025-9527,2025-08-27 14:15:55.860,0.25,8.8,HIGH,6,1,0,0,0,0,vulnerability found linksys e1700 affects function qossetup file goform qossetup performing manipulation argument ack policy results stack based buffer overflow attack may initiated remotely exploit has been made public could used vendor contacted early about disclosure but did not respond any way,88.0
CVE-2025-9528,2025-08-27 14:15:56.100,0.25,4.7,MEDIUM,6,1,0,0,0,0,vulnerability determined linksys e1700 vulnerability affects function systemcommand file goform systemcommand executing manipulation argument command can lead os command injection attack may launched remotely exploit has been publicly disclosed may utilized vendor contacted early about disclosure but did not respond any way,47.0
CVE-2025-9529,2025-08-27 14:15:56.330,0.25,7.3,HIGH,5,1,0,0,0,0,weakness has been identified campcodes payroll management system affected element function include file index php manipulation argument page causes file inclusion attack possible carried out remotely exploit has been made available public could exploited,73.0
CVE-2025-9531,2025-08-27 14:15:56.570,0.25,6.3,MEDIUM,5,1,0,0,0,0,vulnerability detected portabilis educar up affects unknown function file intranet agenda php component agenda module performing manipulation argument cod agenda results sql injection possible initiate attack remotely exploit now public may used vendor contacted early about disclosure but did not respond any way,63.0
CVE-2025-9532,2025-08-27 14:15:56.797,0.25,6.3,MEDIUM,8,1,0,0,0,0,flaw has been found portabilis educar up impacts unknown function file regraavaliacao view executing manipulation argument id can lead sql injection possible launch attack remotely exploit has been published may used vendor contacted early about disclosure but did not respond any way,63.0
CVE-2025-9533,2025-08-27 15:15:41.673,0.25,7.3,HIGH,6,1,0,0,0,0,vulnerability has been found totolink t10 8cu b20210927 affected unknown function file formloginauth htm manipulation argument authcode input leads improper authentication attack can initiated remotely exploit has been disclosed public may used,73.0
CVE-2025-9567,2025-09-01 03:15:32.337,0.24,6.1,MEDIUM,2,1,0,0,0,0,ehrd developed sunnet has reflected cross site scripting vulnerability allowing unauthenticated remote attackers execute arbitrary javascript codes user browser through phishing attacks,61.0
CVE-2025-9568,2025-09-01 03:15:32.570,0.24,6.1,MEDIUM,2,1,0,0,0,0,ehrd developed sunnet has reflected cross site scripting vulnerability allowing unauthenticated remote attackers execute arbitrary javascript codes user browser through phishing attacks,61.0
CVE-2025-9569,2025-09-01 03:15:32.767,0.24,6.1,MEDIUM,2,1,0,0,0,0,ehrd developed sunnet has reflected cross site scripting vulnerability allowing unauthenticated remote attackers execute arbitrary javascript codes user browser through phishing attacks,61.0
CVE-2025-9570,2025-09-01 04:15:51.600,0.24,4.9,MEDIUM,2,1,0,0,0,0,ehrd ctms developed sunnet has arbitrary file reading vulnerability allowing remote attackers administrator privileges exploit relative path traversal download arbitrary system files,49.0
CVE-2025-9573,2025-09-02 09:15:33.770,0.23,8.6,HIGH,1,1,0,0,0,0,ns backup extension through typo3 allows command injection,86.0
CVE-2025-9575,2025-08-28 18:15:34.557,0.25,6.3,MEDIUM,8,1,0,0,0,0,vulnerability determined linksys re6250 re6300 re6350 re6500 re7000 re9000 issue affects function cgimain file cgi bin upload cgi executing manipulation argument filename can lead os command injection attack may performed remote location exploit has been publicly disclosed may utilized vendor contacted early about disclosure but did not respond any way,63.0
CVE-2025-9576,2025-08-28 18:15:34.810,0.25,2.5,LOW,7,1,0,0,0,0,vulnerability identified seeedstudio respeaker linkit7688 impacted unknown function file etc shadow component administrative interface manipulation leads use default credentials attack has approached locally high degree complexity needed attack exploitability considered difficult exploit publicly available might used vendor contacted early about disclosure but did not respond any way,25.0
CVE-2025-9577,2025-08-28 19:15:34.880,0.25,2.5,LOW,8,1,0,0,0,0,security flaw has been discovered totolink x2000r up affected element unknown function file etc shadow sample component administrative interface manipulation results use default credentials attacking locally requirement attacks nature highly complex exploitability described difficult exploit has been public may exploited,25.0
CVE-2025-9578,2025-08-28 14:15:54.053,0.25,6.5,MEDIUM,1,1,1,0,0,1,local privilege escalation due insecure folder permissions following products affected acronis cyber protect cloud agent windows before build,30.0
CVE-2025-9579,2025-08-28 19:15:35.107,0.25,6.3,MEDIUM,7,1,0,0,0,0,weakness has been identified lb link bl x26 impacted element unknown function file goform set hidessid cfg component http handler manipulation argument enable causes os command injection attack can initiated remotely exploit has been made available public could exploited vendor contacted early about disclosure but did not respond any way,63.0
CVE-2025-9580,2025-08-28 19:15:35.343,0.25,6.3,MEDIUM,7,1,0,0,0,0,security vulnerability has been detected lb link bl x26 affects unknown function file goform set blacklist component http handler such manipulation argument mac leads os command injection attack can launched remotely exploit has been disclosed publicly may used vendor contacted early about disclosure but did not respond any way,63.0
CVE-2025-9581,2025-08-28 19:15:35.567,0.25,6.3,MEDIUM,5,1,0,0,0,0,vulnerability detected comfast cf n1 impacts function multi pppoe file usr bin webmgnt performing manipulation argument phy interface results command injection attack may initiated remotely exploit now public may used,63.0
CVE-2025-9582,2025-08-28 20:15:44.380,0.25,6.3,MEDIUM,5,1,0,0,0,0,flaw has been found comfast cf n1 affected function ntp timezone file usr bin webmgnt executing manipulation argument timestr can lead command injection attack may launched remotely exploit has been published may used,63.0
CVE-2025-9583,2025-08-28 20:15:44.653,0.25,6.3,MEDIUM,4,1,0,0,0,0,vulnerability has been found comfast cf n1 affected vulnerability function ping config file usr bin webmgnt manipulation leads command injection remote exploitation attack possible exploit has been disclosed public may used,63.0
CVE-2025-9584,2025-08-28 20:15:44.877,0.25,6.3,MEDIUM,4,1,0,0,0,0,vulnerability found comfast cf n1 affected issue function interface png file usr bin webmgnt manipulation argument interface display name results command injection attack can executed remotely exploit has been made public could used,63.0
CVE-2025-9585,2025-08-28 21:15:44.690,0.25,6.3,MEDIUM,4,1,0,0,0,0,vulnerability determined comfast cf n1 affects function wifilith delete pic file file usr bin webmgnt manipulation argument portal delete picname causes command injection attack possible carried out remotely exploit has been publicly disclosed may utilized,63.0
CVE-2025-9586,2025-08-28 21:15:44.920,0.25,6.3,MEDIUM,4,1,0,0,0,0,vulnerability identified comfast cf n1 vulnerability affects function wireless device dissoc file usr bin webmgnt such manipulation argument mac leads command injection attack may performed remote location exploit publicly available might used,63.0
CVE-2025-9589,2025-08-28 22:15:33.067,0.25,2.5,LOW,5,1,0,0,0,0,vulnerability determined cudy wr1200ea affected unknown function file etc shadow executing manipulation can lead use default password attack needs launched locally high complexity level associated attack exploitability told difficult exploit has been publicly disclosed may utilized vendor contacted early about disclosure but did not respond any way,25.0
CVE-2025-9590,2025-08-28 22:15:33.283,0.25,3.5,LOW,5,1,0,0,0,0,vulnerability identified weaver mobile mobile management platform up affected vulnerability unknown functionality manipulation argument gohome leads cross site scripting attack can initiated remotely exploit publicly available might used vendor contacted early about disclosure but did not respond any way,35.0
CVE-2025-9591,2025-08-28 22:15:33.500,0.25,2.4,LOW,4,1,0,0,0,0,security vulnerability has been detected zrlog up vulnerability affects unknown code file api admin template config component theme configuration form such manipulation argument footerlink leads cross site scripting attack may launched remotely exploit has been disclosed publicly may used vendor contacted early about disclosure but did not respond any way,24.0
CVE-2025-9592,2025-08-28 22:15:33.727,0.25,7.3,HIGH,5,1,0,0,0,0,vulnerability detected itsourcecode apartment management system issue affects some unknown processing file report bill info php performing manipulation argument vid results sql injection remote exploitation attack possible exploit now public may used,73.0
CVE-2025-9593,2025-08-28 23:15:44.500,0.25,7.3,HIGH,5,1,0,0,0,0,flaw has been found itsourcecode apartment management system impacted unknown function file report unit status info php executing manipulation argument usid can lead sql injection attack can executed remotely exploit has been published may used,73.0
CVE-2025-9594,2025-08-28 23:15:44.757,0.25,7.3,HIGH,5,1,0,0,0,0,vulnerability has been found itsourcecode apartment management system affected element unknown function file report complain info php manipulation argument vid leads sql injection attack possible carried out remotely exploit has been disclosed public may used,73.0
CVE-2025-9595,2025-08-29 00:15:32.663,0.25,4.3,MEDIUM,5,1,0,0,0,0,vulnerability found code projects student information management system impacted element unknown function file login php manipulation argument uname results cross site scripting attack may performed remote location exploit has been made public could used,43.0
CVE-2025-9596,2025-08-29 00:15:32.913,0.25,7.3,HIGH,5,1,0,0,0,0,vulnerability determined itsourcecode sports management system affects unknown function file login php manipulation argument user causes sql injection possible initiate attack remotely exploit has been publicly disclosed may utilized,73.0
CVE-2025-9597,2025-08-29 00:15:33.133,0.25,7.3,HIGH,6,1,0,0,0,0,vulnerability identified itsourcecode apartment management system impacts unknown function file dashboard rented all info php such manipulation argument uid leads sql injection possible launch attack remotely exploit publicly available might used,73.0
CVE-2025-9598,2025-08-29 00:15:33.353,0.25,7.3,HIGH,6,1,0,0,0,0,security flaw has been discovered itsourcecode apartment management system affected unknown function file setting year setup php performing manipulation argument txtxyear results sql injection attack can initiated remotely exploit has been public may exploited,73.0
CVE-2025-9599,2025-08-29 01:15:35.533,0.25,7.3,HIGH,5,1,0,0,0,0,weakness has been identified itsourcecode apartment management system affected vulnerability unknown functionality file setting month setup php executing manipulation argument txtmonthname can lead sql injection attack can launched remotely exploit has been made available public could exploited,73.0
CVE-2025-9600,2025-08-29 01:15:35.777,0.25,7.3,HIGH,5,1,0,0,0,0,security vulnerability has been detected itsourcecode apartment management system affected issue some unknown functionality file setting member type setup php manipulation argument txtmembertype leads sql injection attack may initiated remotely exploit has been disclosed publicly may used,73.0
CVE-2025-9601,2025-08-29 02:15:31.580,0.25,7.3,HIGH,6,1,0,0,0,0,vulnerability detected itsourcecode apartment management system affects unknown part file setting employee salary setup php manipulation argument ddlempname results sql injection attack may launched remotely exploit now public may used,73.0
CVE-2025-9602,2025-08-29 02:15:32.297,0.25,6.3,MEDIUM,7,1,0,0,0,0,vulnerability found xinhu rockoa up impacted function publicsaveajax file index php performing manipulation results improper authorization attack possible carried out remotely exploit has been made public could used,63.0
CVE-2025-9603,2025-08-29 02:15:32.517,0.25,6.3,MEDIUM,7,1,0,0,0,0,vulnerability determined telesquare tlr 2005ksh affected element unknown function file cgi bin internet cgi command lancfg executing manipulation argument hostname can lead command injection attack may performed remote location exploit has been publicly disclosed may utilized vendor contacted early about disclosure but did not respond any way,63.0
CVE-2025-9604,2025-08-29 02:15:32.730,0.25,3.7,LOW,6,1,0,0,0,0,vulnerability identified coze studio up impacted element unknown function file backend domain plugin encrypt aes go manipulation argument authsecretkey statesecretkey oauthtokensecretkey leads use hard coded cryptographic key possible initiate attack remotely attack considered have high complexity exploitability regarded difficult fix issue recommended deploy patch vendor replied github issue translated simplified chinese scenarios requiring encryption we will implement user defined key management through configuration optimize use encryption tools such random salt,37.0
CVE-2025-9605,2025-08-29 03:15:40.140,0.25,9.8,CRITICAL,9,1,0,0,0,0,security vulnerability has been detected tenda ac21 ac23 affected function getparentcontrolinfo file goform getparentcontrolinfo such manipulation argument mac leads stack based buffer overflow attack can launched remotely exploit has been disclosed publicly may used,98.0
CVE-2025-9606,2025-08-29 03:15:40.403,0.25,6.3,MEDIUM,7,1,0,0,0,0,vulnerability detected portabilis educar up affected vulnerability unknown functionality file intranet agenda preferencias php performing manipulation argument cod agenda results sql injection attack may initiated remotely exploit now public may used,63.0
CVE-2025-9607,2025-08-29 03:15:40.627,0.25,6.3,MEDIUM,5,1,0,0,0,0,flaw has been found portabilis educar up affected issue some unknown functionality file module tabelaarredondamento view component tabelas de arredondamento page executing manipulation argument id can lead sql injection attack may launched remotely exploit has been published may used,63.0
CVE-2025-9608,2025-08-29 03:15:40.847,0.25,6.3,MEDIUM,5,1,0,0,0,0,vulnerability has been found portabilis educar up affects unknown part file module formulamedia view component formula de lculo de dia page manipulation argument id leads sql injection remote exploitation attack possible exploit has been disclosed public may used,63.0
CVE-2025-9609,2025-08-29 04:15:57.010,0.25,6.3,MEDIUM,5,1,0,0,0,0,vulnerability found portabilis educar up vulnerability affects unknown code file educacenso consulta manipulation results improper authorization attack can executed remotely exploit has been made public could used,63.0
CVE-2025-9610,2025-08-29 04:16:01.017,0.25,7.3,HIGH,5,1,0,0,0,0,vulnerability determined code projects online event judging system issue affects some unknown processing file create account php manipulation argument fname causes sql injection attack possible carried out remotely exploit has been publicly disclosed may utilized other parameters might affected well,73.0
CVE-2025-9618,2025-08-30 02:15:32.990,0.24,4.3,MEDIUM,2,1,0,0,0,0,related posts lite plugin wordpress vulnerable cross site request forgery all versions up including due missing incorrect nonce validation settings functionality makes possible unauthenticated attackers modify plugin settings via forged request granted they can trick site administrator into performing action such clicking link,43.0
CVE-2025-9619,2025-08-29 04:16:02.310,0.25,5.3,MEDIUM,3,1,0,0,0,0,security flaw has been discovered e4 sistemas mercatus erp affected element unknown function file basico webservice imprimir danfe id performing manipulation results improper control resource identifiers possible initiate attack remotely vendor contacted early about disclosure but did not respond any way,53.0
CVE-2025-9639,2025-08-29 04:16:04.227,0.25,7.5,HIGH,2,1,0,0,0,0,qbicrmgateway developed ai3 has arbitrary file reading vulnerability allowing unauthenticated remote attackers exploit relative path traversal download arbitrary system files,75.0
CVE-2025-9643,2025-08-29 12:15:33.343,0.24,7.3,HIGH,5,1,0,0,0,0,vulnerability found itsourcecode apartment management system affected vulnerability unknown functionality file setting utility bill setup php performing manipulation argument txtgasbill results sql injection possible initiate attack remotely exploit has been made public could used,73.0
CVE-2025-9644,2025-08-29 13:15:39.000,0.24,7.3,HIGH,5,1,0,0,0,0,vulnerability determined itsourcecode apartment management system affected issue some unknown functionality file setting bill setup php executing manipulation argument txtbilltype can lead sql injection possible launch attack remotely exploit has been publicly disclosed may utilized,73.0
CVE-2025-9645,2025-08-29 13:15:39.247,0.24,7.3,HIGH,5,1,0,0,0,0,vulnerability identified itsourcecode apartment management system affects unknown part file dashboard all info php manipulation argument mid leads sql injection attack can initiated remotely exploit publicly available might used,73.0
CVE-2025-9646,2025-08-29 13:15:39.510,0.24,3.5,LOW,6,1,0,0,0,0,security flaw has been discovered o2oa up vulnerability affects unknown code file organization assemble personal jaxrs definition calendarconfig manipulation argument tomonthviewname results cross site scripting attack can launched remotely exploit has been public may exploited vendor replied github issue translated simplified chinese issue will fixed new,35.0
CVE-2025-9647,2025-08-29 13:15:39.763,0.24,4.3,MEDIUM,4,1,0,0,0,0,weakness has been identified mtons mblog up issue affects some unknown processing file admin role list manipulation argument name causes cross site scripting attack may initiated remotely exploit has been made available public could exploited,43.0
CVE-2025-9649,2025-08-29 14:15:50.707,0.24,3.3,LOW,7,1,0,0,0,0,security vulnerability has been detected appneta tcpreplay impacted function calc sleep time file send packets such manipulation leads divide zero attack has approached locally exploit has been disclosed publicly may used upgrading beta3 recommended address issue advisable upgrade affected component vendor confirms github issue reply able reproduce 6fcbf03 but not beta3,33.0
CVE-2025-9650,2025-08-29 14:15:50.993,0.24,5.4,MEDIUM,4,1,0,0,0,0,vulnerability has been found yeqifu carrental up 3fabb7eae93d209426638863980301d6f99866b3 affects function removefilebypath file src main java com yeqifu sys utils appfileutils java manipulation argument carimg leads path traversal attack possible carried out remotely exploit has been disclosed public may used adopts rolling release strategy maintain continuous delivery,54.0
CVE-2025-9651,2025-08-29 14:15:51.220,0.24,6.3,MEDIUM,4,1,0,0,0,0,vulnerability found shafhasan chatbox up 156a39cde62f78532c3265a70eda12c70907e56f impacts unknown function file chat php manipulation argument user id results sql injection attack may performed remote location exploit has been made public could used utilizes rolling release system continuous delivery such information affected updated releases not disclosed,63.0
CVE-2025-9652,2025-08-29 15:15:37.793,0.24,3.5,LOW,5,1,0,0,0,0,vulnerability determined portabilis educar up affected unknown function file intranet educar transferencia tipo cad php component cadastrar tipo de transfer ncia page manipulation argument nm tipo desc tipo causes cross site scripting possible initiate attack remotely exploit has been publicly disclosed may utilized,35.0
CVE-2025-9653,2025-08-29 15:15:38.143,0.24,3.5,LOW,5,1,0,0,0,0,vulnerability identified portabilis educar up affected vulnerability unknown functionality file intranet educar projeto cad php component cadastrar projeto page such manipulation argument nome observacao leads cross site scripting possible launch attack remotely exploit publicly available might used,35.0
CVE-2025-9654,2025-08-29 15:15:38.520,0.24,6.3,MEDIUM,5,1,0,0,0,0,security flaw has been discovered aiondadotcom mcp ssh up affected issue some unknown functionality file server simple mjs performing manipulation results command injection attack can initiated remotely upgrading can resolve issue patch named cd2566a948b696501abfa6c6b03462cac5fb43d8 advisable upgrade affected component,63.0
CVE-2025-9655,2025-08-29 15:15:40.870,0.24,3.5,LOW,5,1,0,0,0,0,weakness has been identified o2oa up affects unknown part file organization assemble control jaxrs person component personal profile page executing manipulation argument description can lead cross site scripting attack can launched remotely vendor replied github issue translated simplified chinese issue will fixed new,35.0
CVE-2025-9656,2025-08-29 16:15:37.900,0.24,4.3,MEDIUM,5,1,0,0,0,0,security vulnerability has been detected phpgurukul directory management system vulnerability affects unknown code file admin add directory php manipulation argument fullname leads cross site scripting attack may initiated remotely exploit has been disclosed publicly may used,43.0
CVE-2025-9657,2025-08-29 16:15:38.187,0.24,3.5,LOW,6,1,0,0,0,0,vulnerability detected o2oa up issue affects some unknown processing file program center jaxrs script component personal profile page manipulation argument name alias description results cross site scripting attack may launched remotely exploit now public may used vendor replied github issue translated simplified chinese issue will fixed new,35.0
CVE-2025-9658,2025-08-29 16:15:38.460,0.24,3.5,LOW,6,1,0,0,0,0,flaw has been found o2oa up impacted unknown function file portal assemble designer jaxrs dict component personal profile page manipulation argument name alias description causes cross site scripting remote exploitation attack possible exploit has been published may used vendor replied github issue translated simplified chinese issue will fixed new,35.0
CVE-2025-9659,2025-08-29 16:15:38.723,0.24,3.5,LOW,6,1,0,0,0,0,vulnerability has been found o2oa up affected element unknown function file portal assemble designer jaxrs widget component personal profile page such manipulation leads cross site scripting attack can executed remotely exploit has been disclosed public may used vendor replied github issue translated simplified chinese issue will fixed new,35.0
CVE-2025-9660,2025-08-29 17:15:37.530,0.24,7.3,HIGH,5,1,0,0,0,0,vulnerability found sourcecodester bakeshop online ordering system impacted element unknown function file passwordrecover php performing manipulation argument phonenumber results sql injection attack possible carried out remotely exploit has been made public could used,73.0
CVE-2025-9662,2025-08-29 17:15:37.863,0.24,7.3,HIGH,5,1,0,0,0,0,vulnerability determined code projects simple grading system affects unknown function file login php component admin panel executing manipulation can lead sql injection attack may performed remote location exploit has been publicly disclosed may utilized,73.0
CVE-2025-9663,2025-08-29 17:15:38.130,0.24,6.3,MEDIUM,5,1,0,0,0,0,vulnerability identified code projects simple grading system impacts unknown function file edit account php component admin panel manipulation argument id leads sql injection possible initiate attack remotely exploit publicly available might used,63.0
CVE-2025-9664,2025-08-29 17:15:38.540,0.24,6.3,MEDIUM,5,1,0,0,0,0,security flaw has been discovered code projects simple grading system affected unknown function file add student grade php component admin panel manipulation argument add results sql injection possible launch attack remotely exploit has been public may exploited,63.0
CVE-2025-9665,2025-08-29 18:15:43.740,0.24,6.3,MEDIUM,5,1,0,0,0,0,weakness has been identified code projects simple grading system affected vulnerability unknown functionality file edit student php component admin panel manipulation argument id causes sql injection attack can initiated remotely exploit has been made available public could exploited,63.0
CVE-2025-9666,2025-08-29 18:15:43.997,0.24,6.3,MEDIUM,6,1,0,0,0,0,security vulnerability has been detected code projects simple grading system affected issue some unknown functionality file delete student php component admin panel such manipulation argument id leads sql injection attack can launched remotely exploit has been disclosed publicly may used,63.0
CVE-2025-9667,2025-08-29 19:15:38.390,0.24,6.3,MEDIUM,5,1,0,0,0,0,vulnerability detected code projects simple grading system affects unknown part file delete account php component admin panel performing manipulation argument id results sql injection attack may initiated remotely exploit now public may used,63.0
CVE-2025-9669,2025-08-29 19:15:38.840,0.24,7.3,HIGH,4,1,0,0,0,0,vulnerability has been found jinher oa issue affects some unknown processing file gettreedate aspx manipulation argument id leads sql injection remote exploitation attack possible exploit has been disclosed public may used,73.0
CVE-2025-9670,2025-08-29 19:15:39.180,0.24,5.3,MEDIUM,5,1,0,0,0,0,security flaw has been discovered mixmark io turndown up affects unknown function file src commonmark rules js performing manipulation results inefficient regular expression complexity possible initiate attack remotely exploit has been public may exploited,53.0
CVE-2025-9671,2025-08-29 20:15:35.593,0.24,5.3,MEDIUM,5,1,0,0,1,1,weakness has been identified uab paytend app up android impacts unknown function file androidmanifest xml component com passport cash executing manipulation can lead improper export android application components attack needs launched locally exploit has been made available public could exploited vendor contacted early about disclosure but did not respond any way,53.0
CVE-2025-9672,2025-08-29 20:15:35.833,0.24,5.3,MEDIUM,5,1,0,0,1,1,security vulnerability has been detected rejseplanen app up affected unknown function file androidmanifest xml component de hafas android rejseplanen manipulation leads improper export android application components attack needs performed locally exploit has been disclosed publicly may used vendor contacted early about disclosure but did not respond any way,53.0
CVE-2025-9673,2025-08-29 20:15:36.090,0.24,5.3,MEDIUM,5,1,0,0,1,1,vulnerability detected kakao hey kakao app up android affected vulnerability unknown functionality file androidmanifest xml component com kakao connect manipulation results improper export android application components attack requires local approach exploit now public may used vendor contacted early about disclosure but did not respond any way,53.0
CVE-2025-9674,2025-08-29 21:15:37.423,0.24,5.3,MEDIUM,7,1,0,0,1,1,flaw has been found transbyte scooper news app up android affected issue some unknown functionality file androidmanifest xml component com hatsune eagleee manipulation causes improper export android application components attack requires local access exploit has been published may used vendor contacted early about disclosure but did not respond any way,53.0
CVE-2025-9675,2025-08-29 21:15:37.650,0.24,5.3,MEDIUM,7,1,0,0,1,1,vulnerability determined voice changer app up issue affects some unknown processing file androidmanifest xml component com tuyangkeji changevoice executing manipulation can lead improper export android application components possible launch attack local host exploit has been publicly disclosed may utilized,53.0
CVE-2025-9676,2025-08-29 21:15:37.897,0.24,5.3,MEDIUM,7,1,0,0,1,1,vulnerability identified ncsoft universe app up impacted unknown function file androidmanifest xml component com ncsoft universeapp manipulation leads improper export android application components local access required approach attack exploit publicly available might used vendor contacted early about disclosure but did not respond any way,53.0
CVE-2025-9677,2025-08-29 21:15:38.120,0.24,5.3,MEDIUM,7,1,0,0,1,1,security flaw has been discovered modo legend phoenix up affected element unknown function file androidmanifest xml component com duige hzw multilingual manipulation results improper export android application components attack needs approached locally exploit has been public may exploited vendor contacted early about disclosure but did not respond any way,53.0
CVE-2025-9678,2025-08-29 22:15:33.077,0.24,7.3,HIGH,6,1,0,0,0,0,weakness has been identified campcodes online loan management system impacted element unknown function file ajax php action delete borrower manipulation argument id causes sql injection possible initiate attack remotely exploit has been made available public could exploited,73.0
CVE-2025-9679,2025-08-30 05:15:48.620,0.24,7.3,HIGH,6,1,0,0,0,0,security vulnerability has been detected itsourcecode student information system affects unknown function file course edit1 php such manipulation argument id leads sql injection possible launch attack remotely exploit has been disclosed publicly may used,73.0
CVE-2025-9680,2025-08-30 07:15:37.110,0.24,3.5,LOW,9,1,0,0,0,0,vulnerability detected o2oa up impacts unknown function file portal assemble designer jaxrs page component personal profile page performing manipulation results cross site scripting attack can initiated remotely exploit now public may used vendor replied github issue translated simplified chinese issue will fixed new,35.0
CVE-2025-9681,2025-08-30 09:15:34.970,0.24,3.5,LOW,10,1,0,0,0,0,flaw has been found o2oa up affected unknown function file program center jaxrs agent component personal profile page executing manipulation can lead cross site scripting attack can launched remotely exploit has been published may used vendor replied github issue translated simplified chinese issue will fixed new,35.0
CVE-2025-9682,2025-08-30 10:15:36.433,0.24,3.5,LOW,9,1,0,0,0,0,vulnerability has been found o2oa up affected vulnerability unknown functionality file cms assemble control jaxrs design appdict component personal profile page manipulation leads cross site scripting attack may initiated remotely exploit has been disclosed public may used vendor replied github issue translated simplified chinese issue will fixed new,35.0
CVE-2025-9683,2025-08-30 10:15:36.803,0.24,3.5,LOW,9,1,0,0,0,0,vulnerability found o2oa up affected issue some unknown functionality file cms assemble control jaxrs form component personal profile page manipulation results cross site scripting attack may launched remotely exploit has been made public could used vendor replied github issue translated simplified chinese issue will fixed new,35.0
CVE-2025-9684,2025-08-30 11:15:34.990,0.24,6.3,MEDIUM,6,1,0,0,0,0,vulnerability determined portabilis educar up affects unknown part file module formulamedia edit component formula de lculo de dia page manipulation argument id causes sql injection remote exploitation attack possible exploit has been publicly disclosed may utilized,63.0
CVE-2025-9685,2025-08-30 11:15:35.697,0.24,6.3,MEDIUM,6,1,0,0,0,0,vulnerability identified portabilis educar up vulnerability affects unknown code file module areaconhecimento view component listagem de reas de conhecimento page such manipulation argument id leads sql injection attack can executed remotely exploit publicly available might used,63.0
CVE-2025-9686,2025-08-30 12:15:33.883,0.24,6.3,MEDIUM,6,1,0,0,0,0,security flaw has been discovered portabilis educar up issue affects some unknown processing file module areaconhecimento edit component listagem de reas de conhecimento page performing manipulation argument id results sql injection attack possible carried out remotely exploit has been public may exploited,63.0
CVE-2025-9687,2025-08-30 12:15:34.150,0.24,6.3,MEDIUM,6,1,0,0,0,0,weakness has been identified portabilis educar up impacted unknown function file module historicoescolar processamentoapi executing manipulation can lead improper authorization attack may performed remote location exploit has been made available public could exploited,63.0
CVE-2025-9688,2025-08-30 13:15:34.397,0.24,5.0,MEDIUM,5,1,0,0,0,0,security vulnerability has been detected mupen64plus up affected element function write viewer file src device cart viewer manipulation leads integer overflow possible initiate attack remotely attack considered have high complexity exploitability described difficult exploit has been disclosed publicly may used identifier patch 3984137fc0c44110f1ef876adb008885b05a6e18 fix issue recommended deploy patch,50.0
CVE-2025-9689,2025-08-30 13:15:34.670,0.24,6.3,MEDIUM,6,1,0,0,0,0,vulnerability detected sourcecodester advanced school management system impacted element unknown function file index php stock item select manipulation argument results sql injection possible launch attack remotely exploit now public may used,63.0
CVE-2025-9690,2025-08-30 14:15:41.577,0.24,6.3,MEDIUM,5,1,0,0,0,0,flaw has been found sourcecodester advanced school management system affects unknown function file index php stock vendordetails manipulation argument id causes sql injection attack can initiated remotely exploit has been published may used,63.0
CVE-2025-9691,2025-08-30 14:15:43.450,0.24,7.3,HIGH,8,1,0,0,0,0,vulnerability has been found campcodes online shopping system impacts unknown function file login php such manipulation argument password leads sql injection attack can launched remotely exploit has been disclosed public may used,73.0
CVE-2025-9692,2025-08-30 15:15:32.777,0.24,7.3,HIGH,8,1,0,0,0,0,vulnerability found campcodes online shopping system affected unknown function file php performing manipulation argument results sql injection attack may initiated remotely exploit has been made public could used,73.0
CVE-2025-9694,2025-08-30 15:15:33.033,0.24,7.3,HIGH,6,1,0,0,0,0,vulnerability determined campcodes advanced online voting system affected vulnerability unknown functionality file admin login php executing manipulation argument username can lead sql injection attack may launched remotely exploit has been publicly disclosed may utilized,73.0
CVE-2025-9695,2025-08-30 16:15:37.663,0.24,5.3,MEDIUM,7,1,0,0,1,1,vulnerability identified galleryvault gallery vault app up android affected issue some unknown functionality file androidmanifest xml component com thinkyeah galleryvault manipulation leads improper export android application components attack can only performed local environment exploit publicly available might used,53.0
CVE-2025-9696,2025-09-02 17:15:36.403,0.23,9.4,CRITICAL,1,1,0,0,0,0,sunpower pvs6 bluetoothle interface vulnerable due use hardcoded encryption parameters publicly accessible protocol details attacker within bluetooth range could exploit vulnerability gain full access device servicing interface access allows attacker perform actions such firmware replacement disabling power production modifying grid settings creating ssh tunnels altering firewall settings manipulating connected devices,94.0
CVE-2025-9699,2025-08-30 17:15:33.177,0.24,7.3,HIGH,6,1,0,0,0,0,vulnerability detected sourcecodester online polling system code vulnerability affects unknown code file admin checklogin php manipulation argument myusername results sql injection attack may performed remote location exploit now public may used,73.0
